method,runtime_mean,runtime_sd,accept_mean,accept_sd,rel_W_error_mean,rel_W_error_var,rel_W_error_sd,Rhat_rel_W_error,rel_W_error_ESSsec,test_nll_mean,test_nll_var,test_nll_sd,Rhat_test_nll,test_nll_ESSsec,logdet_Q_mean,logdet_Q_var,logdet_Q_sd,Rhat_logdet_Q,logdet_Q_ESSsec,lambda_min_Q_mean,lambda_min_Q_var,lambda_min_Q_sd,Rhat_lambda_min_Q,lambda_min_Q_ESSsec,Phi_mean,Phi_var,Phi_sd,Rhat_Phi,Phi_ESSsec
fast_cone_geom_mala,13.645242273807526,0.26295299670475764,0.5462083333333333,0.005598238810356157,0.44842935171659065,0.004239469414222109,0.06511120805377603,1.0000924092992214,75.6373204055133,9.721024687380707,0.03494627742890641,0.18693923458949543,1.003381130027319,18.57190751914809,29.974528469152485,0.7904605885892321,0.8890785053015465,1.0018068358153236,17.309041075767755,0.7499999999999992,3.510021046582738e-31,5.924543059665224e-16,0.999799979995999,366.4280853112926,812.2176722155891,67.41357295485811,8.210576895374533,1.0089535388586615,6.372441514744335
Euclidean,7.819708406925201,0.2577408304086235,0.4762083333333333,0.012129986565288284,0.44348903893439856,0.004950638408354459,0.07036077322169264,1.2907374254976098,1.2571259428333015,9.724962914148561,0.03423334850096944,0.18502256214032234,1.0665172541638213,7.171825710591186,29.942942640050624,0.7526677347766249,0.8675642539758222,1.028510251822557,4.619265305043169,0.7499999999999992,3.3468542663310606e-31,5.785200313153435e-16,0.999799979995999,639.4100316543718,812.5534750728457,68.6650355349901,8.286436841911613,1.0148836086989426,17.89783835207772
generic_RMALA,16.273331224918365,1.2631802564726664,0.36937499999999995,0.013444243570583853,0.45036613751466503,0.004706295320291293,0.06860244398191141,1.0141951235015523,3.335285782494011,9.715218019953541,0.03277412972706006,0.18103626633097594,1.1201784502564314,0.8751390875491555,30.006981690329802,0.6960553883097079,0.8342993397514515,1.0741641988363464,1.2328526471238206,0.7499999999999992,3.7080905040484837e-31,6.089409252175849e-16,0.999799979995999,307.2511663957164,809.1390412686676,52.34137344905403,7.234733820193665,1.122020351454592,0.9585982197033778
PDHMC_like,1279.841765344143,32.64595712079979,0.9976666666666666,0.000860662965823876,0.45115692781534866,0.0041286074537708215,0.06425424074542334,1.0096025529241939,0.0659016514775119,9.713296413651841,0.0321546245971247,0.1793171062590647,1.030715120497713,0.021521339756862008,29.960579927289157,0.9253194464290975,0.961935261038443,1.0325520324179032,0.017088684130580838,0.7499999999999992,3.6320333860994243e-31,6.026635368179681e-16,0.9991663191547908,0.9376159088520807,812.085344629313,76.84202188565546,8.765958127076324,1.0603784923852304,0.011140788891917504
