logdet,lmin,lmax,d2_bar,tr,Phi
0.22921546527866266,0.6391597114875849,1.8338514378723494,0.3943329467022788,5.646957837396089,44.66898654859592
0.4707401366726199,0.6435847857811778,1.8320887536123065,0.3418902307323481,5.853871452643948,43.57193300211889
0.4615842168282403,0.6706469066302377,1.9429401230924512,0.30030552879769296,5.862883141495984,42.733664693013225
0.15924710027504035,0.6116699038208729,1.908192010608904,0.2410504040038125,5.593738693193482,41.6395425123251
0.13666166865489549,0.6083749971174137,1.9838826515475911,0.3290988848535022,5.659613250949407,43.38550858719755
0.1688909872694112,0.5961337073080978,2.172159451084244,0.30565052004738813,5.773490504941702,42.93230695527909
0.13875880093313775,0.5023210818762688,2.1585525308580262,0.4325604189227104,5.804579013773135,45.64313180808318
0.016499704785871816,0.45952702060767087,2.2419529709240282,0.5009926363872407,5.828896869902778,47.31073425113949
0.1301664216148949,0.5068780115865126,2.2973127378889555,0.7153058100664863,5.846248739095314,51.70382488769276
0.10913935036192468,0.5669532475369412,2.293399564490148,0.5409295702163909,5.790937645614017,48.09063397650254
0.2439845971879422,0.6041722228387558,2.3814695038044054,0.5920870734407404,5.9720180377771,49.76125404933064
0.215437794733917,0.5663107590819352,2.4375959133481095,0.6508371873015241,5.998196435659926,51.082546736162136
0.25112025866136334,0.5233961001831015,2.309824372594654,0.5333213925718477,5.967279739310515,48.30378598228226
0.163381062943998,0.5738323572498504,2.2497096115363573,0.48300093022517526,5.821807402077617,46.80135762574737
0.1087478133635501,0.6097415477211913,2.172024865450358,0.40173251126698256,5.691425474124554,45.01027621142329
0.17168624526150367,0.6441282940871987,2.0267211369965614,0.4802089185792154,5.68462235167272,46.559163546107165
0.24353494874836706,0.6709433683453458,1.8918015145513778,0.36508386151669203,5.64058297758441,44.08960549359363
0.24189278499082323,0.5763097031866317,1.9506670976989713,0.2534273905847916,5.705091839040168,41.78606198587734
0.3907900588798476,0.603217913843946,1.9431928379827967,0.233848240757671,5.848545644453411,41.49851966910565
0.3085754968101615,0.6380409283188877,1.9707608197429498,0.12757202202730117,5.7192357664726545,39.12433136520363
0.2891416310777804,0.6629096830734593,1.9320776026444628,0.25754530724956953,5.648364907742099,41.90826291975384
0.3509492308220693,0.7796246065557821,1.862749628545839,0.24396943824146186,5.633017212580107,41.51814275554043
0.3628382643522422,0.6820152907456911,1.9191036306436466,0.202115759868725,5.727361080830142,40.62863392097699
0.12120243499191186,0.5358687956282434,1.9404941160189628,0.33422562507130144,5.645724889715239,43.67132000567884
0.36798671657154974,0.6141028722725312,1.8304711910515172,0.31334448675943183,5.808603831345969,43.0531390018727
0.4898700046925735,0.6844207181611024,1.7848942415336957,0.37887554407484525,5.8554513688005265,44.43963360890835
0.5537995735932109,0.7240097163821159,1.7786245742679314,0.5226542143655883,5.866746173240645,47.447412201788104
0.21925643489324642,0.6197021666839653,1.7602861013346212,0.4752578204896272,5.57714079917016,46.626712505656336
0.2680022034857247,0.6603253580476232,1.7170777628654195,0.2654810885953233,5.597200225568386,42.15923028051662
-0.08509816569292294,0.6207273859500894,1.743578479331993,0.2752982686604521,5.270293935804713,44.43612801350803
-0.11211172655505686,0.5085753020584464,1.6685583635986188,0.435843084042483,5.2752248114033815,47.72365745204978
-0.05027904512040793,0.5179449924923982,1.6915308019825082,0.41241917873347306,5.338908157212087,46.633198119301
-0.10364563516370251,0.5471724572274371,1.6387597490212693,0.4137232531155261,5.22800624041356,47.622070191670005
-0.023934013635302898,0.5949681217264854,1.766536819477568,0.20956325682645652,5.32511707501965,42.4975971265734
0.061193309672169405,0.6355432513926457,1.7750037176426892,0.10676774391341662,5.4309858593056175,39.60310066363061
0.04694857889168802,0.6614972406680361,1.8313669483927486,0.10073154931332838,5.40456581311214,39.62106670173404
0.12560459128286305,0.6023595836599377,1.8515914459349225,0.24697899732368006,5.564997156723521,41.92369586701678
-0.1315789464211864,0.6182109609871674,1.8042262097093866,0.20247036956202122,5.301354985074543,42.63222823802045
-0.12509756653817838,0.5796145027836888,1.8242326697641853,0.14386361495917493,5.2592957909233915,41.73504795142678
-0.06292468295699338,0.5904610348441877,2.049725301246064,0.21959527433223064,5.424250931847102,42.12119753063
-0.4870244083902059,0.4623950747666382,2.1671291383926516,0.556216256023367,5.261966305504927,50.64009078218921
0.10613385284585863,0.5871719160501615,2.162931828482419,0.21150454436631624,5.6474372693953345,41.05481622576677
-0.2920699030987163,0.4445354298157782,2.1236792254048225,0.43916565348873743,5.39190805261638,47.08954129951718
-0.01957702732736355,0.5429432409771587,2.16860826760377,0.28964680067448195,5.620095938965945,42.86515961824196
0.13451947761567662,0.5166972799584423,2.1192701263612572,0.2512491839877853,5.786829786627893,41.9013430174109
0.4169852569504149,0.581371316727683,2.023478014889896,0.2064062552872536,5.976460779289669,41.43330482922978
0.37725770749347337,0.5273823456060855,1.9935300235582567,0.22876395437767166,5.982743572341721,42.006225023261884
0.44656481360714695,0.5916975757321493,2.153193292486049,0.1420124336619214,6.045882881397324,40.51834926516694
0.05912109300304691,0.5480368932630988,2.0692151661934384,0.2201718649206172,5.652708777271283,41.31085359486584
0.13472187165043337,0.536889728091448,2.2266262053625367,0.330297015899278,5.800819009989514,43.615738011837834
-0.039713390688036476,0.5275447123256961,2.2201332431232714,0.5671173217984209,5.622907138402072,48.57458915044886
0.4709949489289745,0.6934222009130732,2.196656635229172,0.29675195831226525,6.001583625028937,43.381378147318074
0.3442720853509881,0.720515719090949,2.1157342456936523,0.29460571325544155,5.82444359510697,42.67693663452252
-0.054549100398822103,0.5705498705055193,2.063872887503914,0.5832743431083508,5.470831900793552,49.38891473553524
0.3864117721167464,0.7709689651130133,2.0721367834170494,0.3561931483192608,5.804579988088124,43.88565290650801
0.481389069931733,0.7108687832374044,2.098408689537012,0.4124458429829014,5.9290962590011524,45.389778988605016
0.3697798999993738,0.6547422771662305,2.0436318693985234,0.2958030222901976,5.7896378607860335,42.603180715948824
0.12549268380391443,0.5705617812201911,1.9849045019327536,0.2669698752846713,5.599779567954153,42.21887858623076
0.24955166503037363,0.5812486425274864,2.1098841734699323,0.29654535537645593,5.807672782997097,42.74320659520907
-0.03973949604630567,0.4905665682119271,1.9641566345261245,0.39538663334498014,5.569220423162311,45.099748346839455
0.4741109530994942,0.5791096040814697,1.9099366622408303,0.209676321538254,5.957180338155272,41.29827387190155
0.42220916119280916,0.7034617387714409,2.035641105021346,0.16373778506131836,5.872487867605927,40.017356907889294
0.3559568185764505,0.6330247007661773,1.9721093454687384,0.22309386609224519,5.808884591702604,41.15401463098181
0.2669756654779395,0.566234530681163,2.0244375772595253,0.25187250406272543,5.82620095666955,41.90347610402491
0.11512035494781248,0.5818844204082254,1.948925123503574,0.2996247508948772,5.590808385527941,42.99246877226651
0.08768423890180788,0.5670047628072762,2.1282528106889638,0.31826463347634987,5.629604418457896,43.35597336034058
0.28707844613312367,0.7107600142711,2.148570760846633,0.3281816956073934,5.756730995028137,43.318601421893426
0.08759003460881787,0.681756648209705,2.0673955859030615,0.3461801050106207,5.580538649259385,43.99830939801709
0.17748082491535178,0.6588126164379311,2.0548308552987615,0.29324400850185056,5.688898954346859,42.67284392718706
0.39948134675861613,0.6897702938017406,2.0084796793161397,0.21713065898875306,5.842255552171849,41.0947405785264
0.29514287160437525,0.6855960752871438,2.0074818153912446,0.22699445912637778,5.736062428088337,41.215282282168154
0.4716201522622891,0.6819360042447183,1.8711059379268267,0.171974974907258,5.858852889898495,40.12252829677039
0.5834504990526967,0.6587121962301198,1.9550131053809832,0.20590756862098028,6.039875562541687,41.66628809355293
0.1902957984175182,0.592787780388572,1.93940966098277,0.2490862493269355,5.644859622354664,41.76012508326725
0.00665716231910507,0.5879150519296742,1.976322126827458,0.27830787453214273,5.480220479440747,43.010677174781364
0.3038781031917519,0.6178319126474487,1.9721730709423084,0.3336497524517108,5.761051180861562,43.50719255916389
0.16291941621254658,0.6381144823526339,1.874200397497437,0.3631906253403118,5.553996243125475,44.39811681289857
0.23595391509053865,0.6951908352964569,1.7407185889156533,0.43790111967604994,5.537607076580729,45.97040317205742
0.22618543983967754,0.6547486011896235,1.8696950351756954,0.4389997727960065,5.6069008269959815,45.83293429287644
