Method,Runtime_sec_per_chain,Acc_mean,Acc_sd,Rhat_logdet,ESSsec_logdet,Rhat_lmin,ESSsec_lmin,Rhat_d2_bar,ESSsec_d2_bar,Rhat_tr,ESSsec_tr,Rhat_Phi,ESSsec_Phi
cone_geom_mala,33.929684817790985,0.5411666666666667,0.0023491527235406967,1.0001316240576243,51.938324978535555,0.9996683176718056,39.154404298655436,1.0002841039439383,46.29148166865683,1.0000799325117364,70.83875868489335,1.0002494887995266,45.82341532592597
Euclidean_MALA,32.83746153116226,0.9809333333333334,0.0014887230421728086,1.0008480303493934,20.98486530550393,1.0003473810353174,17.102807929617313,1.0069525766839558,9.171326940893547,1.0015756076614917,12.94975648317264,1.006931974478281,9.6626497494486
generic_RMALA,52.18263524770737,0.3499,0.0038430312110219493,1.0003933419835473,17.490327172281084,1.001891684018597,10.24159348279967,1.0018940155616327,14.891589547477645,0.9998915869794107,33.55123320151916,1.0018825085878593,14.425213510003779
PDHMC_like,66.66566932201385,0.9078958333333333,0.0024384791480665967,1.0005250249684896,29.31757999121677,1.000270064281237,27.66274246385231,0.9997075339457092,28.211598703967535,1.000525228798562,29.805584916793958,0.9997957726217124,27.90453001820523
