d,m,E,n_steps,burn,Method,runtime_mean,runtime_sd,accept_mean,accept_sd,rel_W_error_mean,rel_W_error_sd,rel_W_error_Rhat,rel_W_error_ESSsec,test_nll_mean,test_nll_sd,test_nll_Rhat,test_nll_ESSsec,logdet_Q_mean,logdet_Q_sd,logdet_Q_Rhat,logdet_Q_ESSsec,lambda_min_Q_mean,lambda_min_Q_sd,lambda_min_Q_Rhat,lambda_min_Q_ESSsec,Phi_mean,Phi_sd,Phi_Rhat,Phi_ESSsec
5,50,50,16000,4000,cone_geom_mala,174.5108295083046,3.5139392606607376,0.5919531250000001,0.00669156321267058,0.47271219101966594,0.0197284569806803,1.0012810899612774,4.840340585147123,26.622547932976182,0.6057356581262274,1.0063722861996454,1.2507689955689596,228.58149801834386,2.1838818896345553,1.0173325680218162,0.7473517538254815,0.7499999999999991,3.4983402071485064e-16,0.9999166631941551,68.76364082281178,1695.4295630956974,34.988028269904866,1.169854052573542,0.1237297814236346
5,50,50,16000,4000,Euclidean_MALA,43.49091172218323,3.2471489893721563,0.115171875,0.0164742045046946,0.707789856512304,0.031322717162947634,2.5620464562622733,0.1493664675054587,32.41835615895623,1.877309951653661,2.3181713574578535,0.15096341057492052,138.47055836265469,9.271515577813442,2.1698816090991766,0.15159714535935803,0.7499999999999994,3.543022816097165e-16,1.0688268295591292,275.91971574785845,2905.9185484118125,211.57199682402816,2.21628704650669,0.15130195459234333
5,50,50,16000,4000,generic_RMALA,195.44458150863647,1.486415404183775,0.397359375,0.004864940208180039,0.4728009215668952,0.024264624218743626,1.500575226450427,0.05812764502911703,26.596047186756973,0.8586855382481524,1.600489233082274,0.048295865430268946,227.08629057875393,5.339549519723077,1.4171310263687527,0.0394337889343598,0.7499999999999991,3.5013851935645184e-16,0.9999166631941551,61.398478828996005,1618.041804119485,55.31273097449293,1.4107409358842278,0.04492798976140303
